product_id,product_name,brand,category,primary_color,price,mrp,rating,gender,image_url,ajio_url
17959,Puma Women Trinity White Casual Shoe,Puma,Casual Shoes,White,999,1499,0.0,Women,17959.jpg,
2388,Red Tape Men Brown Casual Shoe,Red,Casual Shoes,Red,999,1499,0.0,Men,2388.jpg,
43236,Reebok Men Black Varsity Casual Shoes,Reebok,Casual Shoes,Black,999,1499,0.0,Men,43236.jpg,
3658,Fila Men's Tribute Black Shoe,Fila,Casual Shoes,Black,999,1499,0.0,Men,3658.jpg,
3564,Skechers Men Sage Brown Lifestyle Casual Shoe,Skechers,Casual Shoes,Brown,999,1499,0.0,Men,3564.jpg,
35681,U.S. Polo Assn. Men Brown Shoes,U.S.,Casual Shoes,Brown,999,1499,0.0,Men,35681.jpg,
54066,ADIDAS Men Olive Shoes,ADIDAS,Casual Shoes,Olive,999,1499,0.0,Men,54066.jpg,
39593,Catwalk Women White Shoes,Catwalk,Casual Shoes,White,999,1499,0.0,Women,39593.jpg,
30237,Numero Uno Men Black Shoes,Numero,Casual Shoes,Black,999,1499,0.0,Men,30237.jpg,
12507,Red Tape Men Casual Black Casual Shoes,Red,Casual Shoes,Black,999,1499,0.0,Men,12507.jpg,
3588,Converse Unisex All Star Canvas Ox Red Shoe,Converse,Casual Shoes,Red,999,1499,0.0,Unisex,3588.jpg,
5898,Puma Men Tekkies Jam Blue Shoe,Puma,Casual Shoes,Blue,999,1499,0.0,Men,5898.jpg,
26659,Puma Men White Basics Shoes,Puma,Casual Shoes,White,999,1499,0.0,Men,26659.jpg,
17697,Vans Men Bali Grey Casual Shoes,Vans,Casual Shoes,Grey,999,1499,0.0,Men,17697.jpg,
30239,Numero Uno Men White Shoes,Numero,Casual Shoes,White,999,1499,0.0,Men,30239.jpg,
26629,Puma Kids Unisex Future Cat M2 Black Casual Shoes,Puma,Casual Shoes,Black,999,1499,0.0,Kids,26629.jpg,
9213,Puma Men Speeder Black Casual Shoes,Puma,Casual Shoes,Black,999,1499,0.0,Men,9213.jpg,
19365,Redtape Men Calcullas Tan Casual Shoes,Redtape,Casual Shoes,Red,999,1499,0.0,Men,19365.jpg,
24717,Skechers Men Heisman Charcoal Casual Shoes,Skechers,Casual Shoes,,999,1499,0.0,Men,24717.jpg,
30259,Red Tape Men Navy Blue Shoes,Red,Casual Shoes,Blue,999,1499,0.0,Men,30259.jpg,
28657,Nike Men Air Ralston Mid Lite Black Casual Shoes,Nike,Casual Shoes,Black,999,1499,0.0,Men,28657.jpg,
18537,Puma Unisex Limnos Black Casual Shoes,Puma,Casual Shoes,Black,999,1499,0.0,Unisex,18537.jpg,
57467,Puma Unisex 917 Lo CVS Navy Blue Shoes,Puma,Casual Shoes,Blue,999,1499,0.0,Unisex,57467.jpg,
13988,Puma Men Future Cat Remix Lo Navy Blue Casual Shoes,Puma,Casual Shoes,Blue,999,1499,0.0,Men,13988.jpg,
18405,Skechers Men USA Brown Shoe,Skechers,Casual Shoes,Brown,999,1499,0.0,Men,18405.jpg,
46606,Catwalk Women Blue Shoes,Catwalk,Casual Shoes,Blue,999,1499,0.0,Women,46606.jpg,
34751,Puma Men Benecio Mid Leather Brown Shoes,Puma,Casual Shoes,Brown,999,1499,0.0,Men,34751.jpg,
57529,Provogue Men Brown Casual Shoes,Provogue,Casual Shoes,Brown,999,1499,0.0,Men,57529.jpg,
56722,Converse Men Maroon Shoes,Converse,Casual Shoes,Maroon,999,1499,0.0,Men,56722.jpg,
24690,Lee Cooper Men Casual Brown Shoes,Lee,Casual Shoes,Brown,999,1499,0.0,Men,24690.jpg,
13382,Timberland Women Femmes Brown Casual Shoes,Timberland,Casual Shoes,Brown,999,1499,0.0,Women,13382.jpg,
26563,Lee Cooper Men Tan Shoes,Lee,Casual Shoes,,999,1499,0.0,Men,26563.jpg,
42275,Vans Men Brown Michoacan Shoes,Vans,Casual Shoes,Brown,999,1499,0.0,Men,42275.jpg,
3644,Fila Men's Maverick HI Navy Green Canvas Shoe,Fila,Casual Shoes,Green,999,1499,0.0,Men,3644.jpg,
35696,Nike Men Sweet Classic Leather White Shoes,Nike,Casual Shoes,White,999,1499,0.0,Men,35696.jpg,
3649,FILA Men Elite Black Casual Shoes,FILA,Casual Shoes,Black,999,1499,0.0,Men,3649.jpg,
35392,Stens by Enroute Men Brown Shoes,Stens,Casual Shoes,Brown,999,1499,0.0,Men,35392.jpg,
6368,Numero Uno Men's Black Shoe,Numero,Casual Shoes,Black,999,1499,0.0,Men,6368.jpg,
